ternary_level,r,M,y,A,t_min,parity_word,ternary_path,status,reverse_odd_steps,reverse_exponent_sum,reverse_exponents,smaller_family_constant,smaller_family_slope,minimum_represented_n
2,5619739,9437184,8544619,14348907,0,11011111010110011010,21,REVERSE_MERGE,15,23,"[2,2,1,3,1,2,2,1,1,1,1,2,1,2,1]",4995323,8388608,5619739
2,8765467,9437184,13327588,14348907,0,11011111010110011010,22,OPEN,,,,,,8765467
0,901147,1048576,4110497,4782969,0,11011111010110011011,,TERNARY_SPLIT,,,,,,901147
1,901147,3145728,4110497,14348907,0,11011111010110011011,0,TERNARY_SPLIT,,,,,,901147
2,901147,9437184,4110497,43046721,0,11011111010110011011,00,REVERSE_MERGE,16,23,"[1,1,2,1,3,1,2,2,1,1,1,1,2,1,2,1]",801019,8388608,901147
2,4046875,9437184,18459404,43046721,0,11011111010110011011,01,OPEN,,,,,,4046875
2,7192603,9437184,32808311,43046721,0,11011111010110011011,02,OPEN,,,,,,7192603
1,1949723,3145728,8893466,14348907,0,11011111010110011011,1,REVERSE_MERGE,15,21,"[1,1,2,1,3,1,2,2,1,1,1,1,2,1,1]",1299815,2097152,1949723
1,2998299,3145728,13676435,14348907,0,11011111010110011011,2,TERNARY_SPLIT,,,,,,2998299
2,2998299,9437184,13676435,43046721,0,11011111010110011011,20,OPEN,,,,,,2998299
2,6144027,9437184,28025342,43046721,0,11011111010110011011,21,OPEN,,,,,,6144027
2,9289755,9437184,42374249,43046721,0,11011111010110011011,22,OPEN,,,,,,9289755
0,245787,1048576,1121141,4782969,0,11011111010110011101,,TERNARY_SPLIT,,,,,,245787
1,245787,3145728,1121141,14348907,0,11011111010110011101,0,TERNARY_SPLIT,,,,,,245787
2,245787,9437184,1121141,43046721,0,11011111010110011101,00,OPEN,,,,,,245787
2,3391515,9437184,15470048,43046721,0,11011111010110011101,01,OPEN,,,,,,3391515
2,6537243,9437184,29818955,43046721,0,11011111010110011101,02,OPEN,,,,,,6537243
1,1294363,3145728,5904110,14348907,0,11011111010110011101,1,TERNARY_SPLIT,,,,,,1294363
2,1294363,9437184,5904110,43046721,0,11011111010110011101,10,OPEN,,,,,,1294363
2,4440091,9437184,20253017,43046721,0,11011111010110011101,11,REVERSE_MERGE,16,23,"[1,2,1,1,3,1,2,2,1,1,1,1,2,1,2,1]",3946747,8388608,4440091
2,7585819,9437184,34601924,43046721,0,11011111010110011101,12,OPEN,,,,,,7585819
1,2342939,3145728,10687079,14348907,0,11011111010110011101,2,REVERSE_MERGE,15,21,"[1,2,1,1,3,1,2,2,1,1,1,1,2,1,1]",1561959,2097152,2342939
0,770075,1048576,1170875,1594323,0,11011111010110011100,,REVERSE_MERGE,3,4,"[1,2,1]",693851,944784,770075
0,507931,1048576,2316883,4782969,0,11011111010110011110,,TERNARY_SPLIT,,,,,,507931
1,507931,3145728,2316883,14348907,0,11011111010110011110,0,TERNARY_SPLIT,,,,,,507931
2,507931,9437184,2316883,43046721,0,11011111010110011110,00,OPEN,,,,,,507931
2,3653659,9437184,16665790,43046721,0,11011111010110011110,01,OPEN,,,,,,3653659
2,6799387,9437184,31014697,43046721,0,11011111010110011110,02,REVERSE_MERGE,16,23,"[2,1,1,1,3,1,2,2,1,1,1,1,2,1,2,1]",6043899,8388608,6799387
1,1556507,3145728,7099852,14348907,0,11011111010110011110,1,REVERSE_MERGE,15,21,"[2,1,1,1,3,1,2,2,1,1,1,1,2,1,1]",1037671,2097152,1556507
1,2605083,3145728,11882821,14348907,0,11011111010110011110,2,TERNARY_SPLIT,,,,,,2605083
2,2605083,9437184,11882821,43046721,0,11011111010110011110,20,OPEN,,,,,,2605083
2,5750811,9437184,26231728,43046721,0,11011111010110011110,21,OPEN,,,,,,5750811
2,8896539,9437184,40580635,43046721,0,11011111010110011110,22,OPEN,,,,,,8896539
0,1032219,1048576,14125103,14348907,0,11011111010110011111,,TERNARY_SPLIT,,,,,,1032219
1,1032219,3145728,14125103,43046721,0,11011111010110011111,0,TERNARY_SPLIT,,,,,,1032219
2,1032219,9437184,14125103,129140163,0,11011111010110011111,00,OPEN,,,,,,1032219
2,4177947,9437184,57171824,129140163,0,11011111010110011111,01,OPEN,,,,,,4177947
2,7323675,9437184,100218545,129140163,0,11011111010110011111,02,OPEN,,,,,,7323675
1,2080795,3145728,28474010,43046721,0,11011111010110011111,1,TERNARY_SPLIT,,,,,,2080795
2,2080795,9437184,28474010,129140163,0,11011111010110011111,10,REVERSE_MERGE,17,23,"[1,1,1,1,1,3,1,2,2,1,1,1,1,2,1,2,1]",1849595,8388608,2080795
2,5226523,9437184,71520731,129140163,0,11011111010110011111,11,OPEN,,,,,,5226523
2,8372251,9437184,114567452,129140163,0,11011111010110011111,12,OPEN,,,,,,8372251
1,3129371,3145728,42822917,43046721,0,11011111010110011111,2,REVERSE_MERGE,16,21,"[1,1,1,1,1,3,1,2,2,1,1,1,1,2,1,1]",2086247,2097152,3129371
0,8219,1048576,37498,4782969,0,11011111010111110010,,TERNARY_SPLIT,,,,,,8219
1,8219,3145728,37498,14348907,0,11011111010111110010,0,REVERSE_MERGE,15,21,"[2,3,1,1,1,1,2,2,1,1,1,1,2,1,1]",5479,2097152,8219
1,1056795,3145728,4820467,14348907,0,11011111010111110010,1,TERNARY_SPLIT,,,,,,1056795
2,1056795,9437184,4820467,43046721,0,11011111010111110010,10,OPEN,,,,,,1056795
2,4202523,9437184,19169374,43046721,0,11011111010111110010,11,OPEN,,,,,,4202523
2,7348251,9437184,33518281,43046721,0,11011111010111110010,12,OPEN,,,,,,7348251
1,2105371,3145728,9603436,14348907,0,11011111010111110010,2,TERNARY_SPLIT,,,,,,2105371
2,2105371,9437184,9603436,43046721,0,11011111010111110010,20,OPEN,,,,,,2105371
2,5251099,9437184,23952343,43046721,0,11011111010111110010,21,REVERSE_MERGE,16,23,"[2,3,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",4667643,8388608,5251099
2,8396827,9437184,38301250,43046721,0,11011111010111110010,22,OPEN,,,,,,8396827
0,532507,1048576,7286948,14348907,0,11011111010111110011,,TERNARY_SPLIT,,,,,,532507
1,532507,3145728,7286948,43046721,0,11011111010111110011,0,TERNARY_SPLIT,,,,,,532507
2,532507,9437184,7286948,129140163,0,11011111010111110011,00,REVERSE_MERGE,17,23,"[1,1,3,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",473339,8388608,532507
2,3678235,9437184,50333669,129140163,0,11011111010111110011,01,OPEN,,,,,,3678235
2,6823963,9437184,93380390,129140163,0,11011111010111110011,02,OPEN,,,,,,6823963
1,1581083,3145728,21635855,43046721,0,11011111010111110011,1,REVERSE_MERGE,16,21,"[1,1,3,1,1,1,1,2,2,1,1,1,1,2,1,1]",1054055,2097152,1581083
1,2629659,3145728,35984762,43046721,0,11011111010111110011,2,TERNARY_SPLIT,,,,,,2629659
2,2629659,9437184,35984762,129140163,0,11011111010111110011,20,OPEN,,,,,,2629659
2,5775387,9437184,79031483,129140163,0,11011111010111110011,21,OPEN,,,,,,5775387
2,8921115,9437184,122078204,129140163,0,11011111010111110011,22,OPEN,,,,,,8921115
0,270363,1048576,411080,1594323,0,11011111010111110000,,TERNARY_SPLIT,,,,,,270363
1,270363,3145728,411080,4782969,0,11011111010111110000,0,TERNARY_SPLIT,,,,,,270363
2,270363,9437184,411080,14348907,0,11011111010111110000,00,OPEN,,,,,,270363
2,3416091,9437184,5194049,14348907,0,11011111010111110000,01,OPEN,,,,,,3416091
2,6561819,9437184,9977018,14348907,0,11011111010111110000,02,OPEN,,,,,,6561819
1,1318939,3145728,2005403,4782969,0,11011111010111110000,1,TERNARY_SPLIT,,,,,,1318939
2,1318939,9437184,2005403,14348907,0,11011111010111110000,10,OPEN,,,,,,1318939
2,4464667,9437184,6788372,14348907,0,11011111010111110000,11,OPEN,,,,,,4464667
2,7610395,9437184,11571341,14348907,0,11011111010111110000,12,REVERSE_MERGE,15,23,"[5,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",6764795,8388608,7610395
1,2367515,3145728,3599726,4782969,0,11011111010111110000,2,REVERSE_MERGE,14,21,"[5,1,1,1,1,2,2,1,1,1,1,2,1,1]",1578343,2097152,2367515
0,794651,1048576,3624725,4782969,0,11011111010111110001,,TERNARY_SPLIT,,,,,,794651
1,794651,3145728,3624725,14348907,0,11011111010111110001,0,REVERSE_MERGE,15,21,"[1,4,1,1,1,1,2,2,1,1,1,1,2,1,1]",529767,2097152,794651
1,1843227,3145728,8407694,14348907,0,11011111010111110001,1,TERNARY_SPLIT,,,,,,1843227
2,1843227,9437184,8407694,43046721,0,11011111010111110001,10,OPEN,,,,,,1843227
2,4988955,9437184,22756601,43046721,0,11011111010111110001,11,OPEN,,,,,,4988955
2,8134683,9437184,37105508,43046721,0,11011111010111110001,12,OPEN,,,,,,8134683
1,2891803,3145728,13190663,14348907,0,11011111010111110001,2,TERNARY_SPLIT,,,,,,2891803
2,2891803,9437184,13190663,43046721,0,11011111010111110001,20,REVERSE_MERGE,16,23,"[1,4,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",2570491,8388608,2891803
2,6037531,9437184,27539570,43046721,0,11011111010111110001,21,OPEN,,,,,,6037531
2,9183259,9437184,41888477,43046721,0,11011111010111110001,22,OPEN,,,,,,9183259
0,139291,1048576,635369,4782969,0,11011111010111110100,,TERNARY_SPLIT,,,,,,139291
1,139291,3145728,635369,14348907,0,11011111010111110100,0,TERNARY_SPLIT,,,,,,139291
2,139291,9437184,635369,43046721,0,11011111010111110100,00,OPEN,,,,,,139291
2,3285019,9437184,14984276,43046721,0,11011111010111110100,01,OPEN,,,,,,3285019
2,6430747,9437184,29333183,43046721,0,11011111010111110100,02,REVERSE_MERGE,16,23,"[3,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",5716219,8388608,6430747
1,1187867,3145728,5418338,14348907,0,11011111010111110100,1,REVERSE_MERGE,15,21,"[3,2,1,1,1,1,2,2,1,1,1,1,2,1,1]",791911,2097152,1187867
1,2236443,3145728,10201307,14348907,0,11011111010111110100,2,TERNARY_SPLIT,,,,,,2236443
2,2236443,9437184,10201307,43046721,0,11011111010111110100,20,OPEN,,,,,,2236443
2,5382171,9437184,24550214,43046721,0,11011111010111110100,21,OPEN,,,,,,5382171
2,8527899,9437184,38899121,43046721,0,11011111010111110100,22,OPEN,,,,,,8527899
0,663579,1048576,9080561,14348907,0,11011111010111110101,,TERNARY_SPLIT,,,,,,663579
1,663579,3145728,9080561,43046721,0,11011111010111110101,0,TERNARY_SPLIT,,,,,,663579
2,663579,9437184,9080561,129140163,0,11011111010111110101,00,OPEN,,,,,,663579
2,3809307,9437184,52127282,129140163,0,11011111010111110101,01,OPEN,,,,,,3809307
2,6955035,9437184,95174003,129140163,0,11011111010111110101,02,OPEN,,,,,,6955035
1,1712155,3145728,23429468,43046721,0,11011111010111110101,1,TERNARY_SPLIT,,,,,,1712155
2,1712155,9437184,23429468,129140163,0,11011111010111110101,10,REVERSE_MERGE,17,23,"[1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",1521915,8388608,1712155
2,4857883,9437184,66476189,129140163,0,11011111010111110101,11,OPEN,,,,,,4857883
2,8003611,9437184,109522910,129140163,0,11011111010111110101,12,OPEN,,,,,,8003611
1,2760731,3145728,37778375,43046721,0,11011111010111110101,2,REVERSE_MERGE,16,21,"[1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1]",1840487,2097152,2760731
0,401435,1048576,5493334,14348907,0,11011111010111110110,,TERNARY_SPLIT,,,,,,401435
1,401435,3145728,5493334,43046721,0,11011111010111110110,0,REVERSE_MERGE,16,21,"[2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1]",267623,2097152,401435
1,1450011,3145728,19842241,43046721,0,11011111010111110110,1,TERNARY_SPLIT,,,,,,1450011
2,1450011,9437184,19842241,129140163,0,11011111010111110110,10,OPEN,,,,,,1450011
2,4595739,9437184,62888962,129140163,0,11011111010111110110,11,OPEN,,,,,,4595739
2,7741467,9437184,105935683,129140163,0,11011111010111110110,12,OPEN,,,,,,7741467
1,2498587,3145728,34191148,43046721,0,11011111010111110110,2,TERNARY_SPLIT,,,,,,2498587
2,2498587,9437184,34191148,129140163,0,11011111010111110110,20,OPEN,,,,,,2498587
2,5644315,9437184,77237869,129140163,0,11011111010111110110,21,OPEN,,,,,,5644315
2,8790043,9437184,120284590,129140163,0,11011111010111110110,22,REVERSE_MERGE,17,23,"[2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",7813371,8388608,8790043
0,925723,1048576,38003363,43046721,0,11011111010111110111,,TERNARY_SPLIT,,,,,,925723
1,925723,3145728,38003363,129140163,0,11011111010111110111,0,TERNARY_SPLIT,,,,,,925723
2,925723,9437184,38003363,387420489,0,11011111010111110111,00,OPEN,,,,,,925723
2,4071451,9437184,167143526,387420489,0,11011111010111110111,01,REVERSE_MERGE,18,23,"[1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",3619067,8388608,4071451
2,7217179,9437184,296283689,387420489,0,11011111010111110111,02,OPEN,,,,,,7217179
1,1974299,3145728,81050084,129140163,0,11011111010111110111,1,REVERSE_MERGE,17,21,"[1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1]",1316199,2097152,1974299
1,3022875,3145728,124096805,129140163,0,11011111010111110111,2,TERNARY_SPLIT,,,,,,3022875
2,3022875,9437184,124096805,387420489,0,11011111010111110111,20,OPEN,,,,,,3022875
2,6168603,9437184,253236968,387420489,0,11011111010111110111,21,OPEN,,,,,,6168603
2,9314331,9437184,382377131,387420489,0,11011111010111110111,22,OPEN,,,,,,9314331
0,73755,1048576,3027901,43046721,0,11011111010111111110,,TERNARY_SPLIT,,,,,,73755
1,73755,3145728,3027901,129140163,0,11011111010111111110,0,TERNARY_SPLIT,,,,,,73755
2,73755,9437184,3027901,387420489,0,11011111010111111110,00,OPEN,,,,,,73755
2,3219483,9437184,132168064,387420489,0,11011111010111111110,01,OPEN,,,,,,3219483
2,6365211,9437184,261308227,387420489,0,11011111010111111110,02,OPEN,,,,,,6365211
1,1122331,3145728,46074622,129140163,0,11011111010111111110,1,TERNARY_SPLIT,,,,,,1122331
2,1122331,9437184,46074622,387420489,0,11011111010111111110,10,REVERSE_MERGE,18,23,"[2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",997627,8388608,1122331
2,4268059,9437184,175214785,387420489,0,11011111010111111110,11,OPEN,,,,,,4268059
2,7413787,9437184,304354948,387420489,0,11011111010111111110,12,OPEN,,,,,,7413787
1,2170907,3145728,89121343,129140163,0,11011111010111111110,2,REVERSE_MERGE,17,21,"[2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1]",1447271,2097152,2170907
0,598043,1048576,73653785,129140163,0,11011111010111111111,,TERNARY_SPLIT,,,,,,598043
1,598043,3145728,73653785,387420489,0,11011111010111111111,0,REVERSE_MERGE,18,21,"[1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1]",398695,2097152,598043
1,1646619,3145728,202793948,387420489,0,11011111010111111111,1,TERNARY_SPLIT,,,,,,1646619
2,1646619,9437184,202793948,1162261467,0,11011111010111111111,10,OPEN,,,,,,1646619
2,4792347,9437184,590214437,1162261467,0,11011111010111111111,11,OPEN,,,,,,4792347
2,7938075,9437184,977634926,1162261467,0,11011111010111111111,12,OPEN,,,,,,7938075
1,2695195,3145728,331934111,387420489,0,11011111010111111111,2,TERNARY_SPLIT,,,,,,2695195
2,2695195,9437184,331934111,1162261467,0,11011111010111111111,20,OPEN,,,,,,2695195
2,5840923,9437184,719354600,1162261467,0,11011111010111111111,21,REVERSE_MERGE,19,23,"[1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",5191931,8388608,5840923
2,8986651,9437184,1106775089,1162261467,0,11011111010111111111,22,OPEN,,,,,,8986651
0,335899,1048576,4596527,14348907,0,11011111010111111100,,TERNARY_SPLIT,,,,,,335899
1,335899,3145728,4596527,43046721,0,11011111010111111100,0,TERNARY_SPLIT,,,,,,335899
2,335899,9437184,4596527,129140163,0,11011111010111111100,00,OPEN,,,,,,335899
2,3481627,9437184,47643248,129140163,0,11011111010111111100,01,REVERSE_MERGE,17,23,"[3,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",3094779,8388608,3481627
2,6627355,9437184,90689969,129140163,0,11011111010111111100,02,OPEN,,,,,,6627355
1,1384475,3145728,18945434,43046721,0,11011111010111111100,1,REVERSE_MERGE,16,21,"[3,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1]",922983,2097152,1384475
1,2433051,3145728,33294341,43046721,0,11011111010111111100,2,TERNARY_SPLIT,,,,,,2433051
2,2433051,9437184,33294341,129140163,0,11011111010111111100,20,OPEN,,,,,,2433051
2,5578779,9437184,76341062,129140163,0,11011111010111111100,21,OPEN,,,,,,5578779
2,8724507,9437184,119387783,129140163,0,11011111010111111100,22,OPEN,,,,,,8724507
0,860187,1048576,35312942,43046721,0,11011111010111111101,,TERNARY_SPLIT,,,,,,860187
1,860187,3145728,35312942,129140163,0,11011111010111111101,0,TERNARY_SPLIT,,,,,,860187
2,860187,9437184,35312942,387420489,0,11011111010111111101,00,OPEN,,,,,,860187
2,4005915,9437184,164453105,387420489,0,11011111010111111101,01,OPEN,,,,,,4005915
2,7151643,9437184,293593268,387420489,0,11011111010111111101,02,OPEN,,,,,,7151643
1,1908763,3145728,78359663,129140163,0,11011111010111111101,1,TERNARY_SPLIT,,,,,,1908763
2,1908763,9437184,78359663,387420489,0,11011111010111111101,10,OPEN,,,,,,1908763
2,5054491,9437184,207499826,387420489,0,11011111010111111101,11,OPEN,,,,,,5054491
2,8200219,9437184,336639989,387420489,0,11011111010111111101,12,REVERSE_MERGE,18,23,"[1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",7289083,8388608,8200219
1,2957339,3145728,121406384,129140163,0,11011111010111111101,2,REVERSE_MERGE,17,21,"[1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1]",1971559,2097152,2957339
0,204827,1048576,2802914,14348907,0,11011111010111111001,,TERNARY_SPLIT,,,,,,204827
1,204827,3145728,2802914,43046721,0,11011111010111111001,0,REVERSE_MERGE,16,21,"[1,3,1,1,1,1,1,2,2,1,1,1,1,2,1,1]",136551,2097152,204827
1,1253403,3145728,17151821,43046721,0,11011111010111111001,1,TERNARY_SPLIT,,,,,,1253403
2,1253403,9437184,17151821,129140163,0,11011111010111111001,10,OPEN,,,,,,1253403
2,4399131,9437184,60198542,129140163,0,11011111010111111001,11,OPEN,,,,,,4399131
2,7544859,9437184,103245263,129140163,0,11011111010111111001,12,OPEN,,,,,,7544859
1,2301979,3145728,31500728,43046721,0,11011111010111111001,2,TERNARY_SPLIT,,,,,,2301979
2,2301979,9437184,31500728,129140163,0,11011111010111111001,20,REVERSE_MERGE,17,23,"[1,3,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",2046203,8388608,2301979
2,5447707,9437184,74547449,129140163,0,11011111010111111001,21,OPEN,,,,,,5447707
2,8593435,9437184,117594170,129140163,0,11011111010111111001,22,OPEN,,,,,,8593435
0,729115,1048576,3325789,4782969,0,11011111010111111000,,TERNARY_SPLIT,,,,,,729115
1,729115,3145728,3325789,14348907,0,11011111010111111000,0,TERNARY_SPLIT,,,,,,729115
2,729115,9437184,3325789,43046721,0,11011111010111111000,00,OPEN,,,,,,729115
2,3874843,9437184,17674696,43046721,0,11011111010111111000,01,OPEN,,,,,,3874843
2,7020571,9437184,32023603,43046721,0,11011111010111111000,02,REVERSE_MERGE,16,23,"[4,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",6240507,8388608,7020571
1,1777691,3145728,8108758,14348907,0,11011111010111111000,1,REVERSE_MERGE,15,21,"[4,1,1,1,1,1,2,2,1,1,1,1,2,1,1]",1185127,2097152,1777691
1,2826267,3145728,12891727,14348907,0,11011111010111111000,2,TERNARY_SPLIT,,,,,,2826267
2,2826267,9437184,12891727,43046721,0,11011111010111111000,20,OPEN,,,,,,2826267
2,5971995,9437184,27240634,43046721,0,11011111010111111000,21,OPEN,,,,,,5971995
2,9117723,9437184,41589541,43046721,0,11011111010111111000,22,OPEN,,,,,,9117723
0,466971,1048576,19170422,43046721,0,11011111010111111011,,TERNARY_SPLIT,,,,,,466971
1,466971,3145728,19170422,129140163,0,11011111010111111011,0,TERNARY_SPLIT,,,,,,466971
2,466971,9437184,19170422,387420489,0,11011111010111111011,00,OPEN,,,,,,466971
2,3612699,9437184,148310585,387420489,0,11011111010111111011,01,OPEN,,,,,,3612699
2,6758427,9437184,277450748,387420489,0,11011111010111111011,02,OPEN,,,,,,6758427
1,1515547,3145728,62217143,129140163,0,11011111010111111011,1,TERNARY_SPLIT,,,,,,1515547
2,1515547,9437184,62217143,387420489,0,11011111010111111011,10,OPEN,,,,,,1515547
2,4661275,9437184,191357306,387420489,0,11011111010111111011,11,REVERSE_MERGE,18,23,"[1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",4143355,8388608,4661275
2,7807003,9437184,320497469,387420489,0,11011111010111111011,12,OPEN,,,,,,7807003
1,2564123,3145728,105263864,129140163,0,11011111010111111011,2,REVERSE_MERGE,17,21,"[1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1]",1709415,2097152,2564123
0,991259,1048576,13564594,14348907,0,11011111010111111010,,TERNARY_SPLIT,,,,,,991259
1,991259,3145728,13564594,43046721,0,11011111010111111010,0,REVERSE_MERGE,16,21,"[2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1]",660839,2097152,991259
1,2039835,3145728,27913501,43046721,0,11011111010111111010,1,TERNARY_SPLIT,,,,,,2039835
2,2039835,9437184,27913501,129140163,0,11011111010111111010,10,OPEN,,,,,,2039835
2,5185563,9437184,70960222,129140163,0,11011111010111111010,11,OPEN,,,,,,5185563
2,8331291,9437184,114006943,129140163,0,11011111010111111010,12,OPEN,,,,,,8331291
1,3088411,3145728,42262408,43046721,0,11011111010111111010,2,TERNARY_SPLIT,,,,,,3088411
2,3088411,9437184,42262408,129140163,0,11011111010111111010,20,OPEN,,,,,,3088411
2,6234139,9437184,85309129,129140163,0,11011111010111111010,21,OPEN,,,,,,6234139
2,9379867,9437184,128355850,129140163,0,11011111010111111010,22,REVERSE_MERGE,17,23,"[2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1]",8337659,8388608,9379867
0,40987,1048576,1682693,43046721,0,11011111010111101111,,TERNARY_SPLIT,,,,,,40987
1,40987,3145728,1682693,129140163,0,11011111010111101111,0,TERNARY_SPLIT,,,,,,40987
2,40987,9437184,1682693,387420489,0,11011111010111101111,00,OPEN,,,,,,40987
2,3186715,9437184,130822856,387420489,0,11011111010111101111,01,REVERSE_MERGE,18,23,"[1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1]",2832635,8388608,3186715
2,6332443,9437184,259963019,387420489,0,11011111010111101111,02,OPEN,,,,,,6332443
1,1089563,3145728,44729414,129140163,0,11011111010111101111,1,REVERSE_MERGE,17,21,"[1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1]",726375,2097152,1089563
1,2138139,3145728,87776135,129140163,0,11011111010111101111,2,TERNARY_SPLIT,,,,,,2138139
2,2138139,9437184,87776135,387420489,0,11011111010111101111,20,OPEN,,,,,,2138139
2,5283867,9437184,216916298,387420489,0,11011111010111101111,21,OPEN,,,,,,5283867
2,8429595,9437184,346056461,387420489,0,11011111010111101111,22,OPEN,,,,,,8429595
0,565275,1048576,7735351,14348907,0,11011111010111101110,,TERNARY_SPLIT,,,,,,565275
1,565275,3145728,7735351,43046721,0,11011111010111101110,0,TERNARY_SPLIT,,,,,,565275
2,565275,9437184,7735351,129140163,0,11011111010111101110,00,OPEN,,,,,,565275
2,3711003,9437184,50782072,129140163,0,11011111010111101110,01,OPEN,,,,,,3711003
2,6856731,9437184,93828793,129140163,0,11011111010111101110,02,OPEN,,,,,,6856731
1,1613851,3145728,22084258,43046721,0,11011111010111101110,1,TERNARY_SPLIT,,,,,,1613851
2,1613851,9437184,22084258,129140163,0,11011111010111101110,10,OPEN,,,,,,1613851
2,4759579,9437184,65130979,129140163,0,11011111010111101110,11,OPEN,,,,,,4759579
2,7905307,9437184,108177700,129140163,0,11011111010111101110,12,REVERSE_MERGE,17,23,"[2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1]",7026939,8388608,7905307
1,2662427,3145728,36433165,43046721,0,11011111010111101110,2,REVERSE_MERGE,16,21,"[2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1]",1774951,2097152,2662427
0,303131,1048576,1382708,4782969,0,11011111010111101100,,TERNARY_SPLIT,,,,,,303131
1,303131,3145728,1382708,14348907,0,11011111010111101100,0,REVERSE_MERGE,15,21,"[3,1,2,1,1,1,2,2,1,1,1,1,2,1,1]",202087,2097152,303131
